测点id,测点名称,数值类型,单位,用户,用户代码,通讯协议,测点类型,参数1,参数2,参数3,数据来源用户,数据来源用户代码,数据来源用户通讯协议,数据来源测点,数据去向用户,数据去向用户代码,数据去向用户通讯协议,数据去向测点,参数1,参数2,参数3
SWSC20014-d,FT005燃油流量,double,L/h，kg/h,实物系统（数采）,SWSC,TCP,输入,,,,三维感知,SWGZ,TCP,FT005燃油流量,,,,,,,
SWSC20014-d,FT005燃油流量,double,L/h，kg/h,实物系统（数采）,SWSC,TCP,输入,1,S,SWSC20014_D,虚拟操作,XNCZ,OPC UA客户端,FT005燃油流量,,,,,,,
SWSC20015-d,燃油调节阀进出口压差,double,MPa,实物系统（数采）,SWSC,TCP,输入,,,,三维感知,SWGZ,TCP,燃油调节阀进出口压差,,,,,,,
SWSC20015-d,燃油调节阀进出口压差,double,MPa,实物系统（数采）,SWSC,TCP,输入,1,S,SWSC20015_D,虚拟操作,XNCZ,OPC UA客户端,燃油调节阀进出口压差,,,,,,,
SWXT10001-b,主操作台急停,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.CONEStop,,,,,虚拟操作,XNCZ,OPC UA客户端,主操作台急停,1,S,SWXT10001_B,
SWXT10002-b,变频柜急停,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.FCCEStop,,,,,虚拟操作,XNCZ,OPC UA客户端,变频柜急停,1,S,SWXT10002_B,
SWXT10003-b,FT005流量超限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.FT005_OutRange_Fault,,,,,虚拟操作,XNCZ,OPC UA客户端,FT005流量超限停机,1,S,SWXT10003_B,
SWXT10004-b,主控制柜急停,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.MCCEStop,,,,,虚拟操作,XNCZ,OPC UA客户端,主控制柜急停,1,S,SWXT10004_B,
SWXT10005-b,低压泵返回故障,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.P002_RunBackFault,,,,,虚拟操作,XNCZ,OPC UA客户端,低压泵返回故障,1,S,SWXT10005_B,
SWXT10006-b,被试泵运行返回故障,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.P004_RunBackFault,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵运行返回故障,1,S,SWXT10006_B,
SWXT10007-b,辅助低压泵后压力上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT001_FaultH,,,,,虚拟操作,XNCZ,OPC UA客户端,辅助低压泵后压力上限停机,1,S,SWXT10007_B,
SWXT10008-b,被试泵入口压力下限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT002_FaultL,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力下限停机,1,S,SWXT10008_B,
SWXT10009-b,被试泵出口压力上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT003_FaultH,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵出口压力上限停机,1,S,SWXT10009_B,
SWXT10010-b,冷却水压力下限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT010_FaultL,,,,,虚拟操作,XNCZ,OPC UA客户端,冷却水压力下限停机,1,S,SWXT10010_B,
SWXT10011-b,被试泵转速超限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.S001_OutRange_Fault,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵转速超限停机,1,S,SWXT10011_B,
SWXT10012-b,被试泵入口温度上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.TE001_FaultH,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度上限停机,1,S,SWXT10012_B,
SWXT10013-b,油门杆动作,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.FK040,,,,,虚拟操作,XNCZ,OPC UA客户端,油门杆动作,1,S,SWXT10013_B,
SWXT10014-b,油门杆供电正常,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.FK050,,,,,虚拟操作,XNCZ,OPC UA客户端,油门杆供电正常,1,S,SWXT10014_B,
SWXT10015-b,反馈板电源正常,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.FK070,,,,,虚拟操作,XNCZ,OPC UA客户端,反馈板电源正常,1,S,SWXT10015_B,
SWXT10016-b,使能停止校验,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.FK080,,,,,虚拟操作,XNCZ,OPC UA客户端,使能停止校验,1,S,SWXT10016_B,
SWXT10017-b,停车开关关信号,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.M001_CLOSE,,,,,虚拟操作,XNCZ,OPC UA客户端,停车开关关信号,1,S,SWXT10017_B,
SWXT10018-b,停车开关开信号,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.M001_OPEN,,,,,虚拟操作,XNCZ,OPC UA客户端,停车开关开信号,1,S,SWXT10018_B,
SWXT10019-b,低压泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.P002_Running,,,,,虚拟操作,XNCZ,OPC UA客户端,低压泵运行反馈,1,S,SWXT10019_B,
SWXT10020-b,滑油泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.P003_Running,,,,,虚拟操作,XNCZ,OPC UA客户端,滑油泵运行反馈,1,S,SWXT10020_B,
SWXT10021-b,被试泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Signal.P004_Running,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵运行反馈,1,S,SWXT10021_B,
SWXT10022-b,上位机手动故障复位,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.ManResetFault,,,,,虚拟操作,XNCZ,OPC UA客户端,上位机手动故障复位,1,S,SWXT10022_B,
SWXT10023-b,油门设定值偏差报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.AC001_OutRange_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,油门设定值偏差报警,1,S,SWXT10023_B,
SWXT10024-b,油门输入输出差报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.AC001_SUB_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,油门输入输出差报警,1,S,SWXT10024_B,
SWXT10025-b,FCV001输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.FCV001_SUB_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,FCV001输入输出差值报警,1,S,SWXT10025_B,
SWXT10026-b,FCV002输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.FCV002_SUB_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,FCV002输入输出差值报警,1,S,SWXT10026_B,
SWXT10027-b,FT005流量超限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.FT005_OutRange_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,FT005流量超限报警,1,S,SWXT10027_B,
SWXT10028-b,低压泵后压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT001_AlarmH,,,,,虚拟操作,XNCZ,OPC UA客户端,低压泵后压力上限报警,1,S,SWXT10028_B,
SWXT10029-b,被试泵入口压力下限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT002_AlarmL,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力下限报警,1,S,SWXT10029_B,
SWXT10030-b,被试泵出口压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT003_AlarmH,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵出口压力上限报警,1,S,SWXT10030_B,
SWXT10031-b,自动油滤压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT008_AlarmH,,,,,虚拟操作,XNCZ,OPC UA客户端,自动油滤压力上限报警,1,S,SWXT10031_B,
SWXT10032-b,冷却水压力下限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.PT010_AlarmL,,,,,虚拟操作,XNCZ,OPC UA客户端,冷却水压力下限报警,1,S,SWXT10032_B,
SWXT10033-b,被试泵转速超范围报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.S001_OutRange_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵转速超范围报警,1,S,SWXT10033_B,
SWXT10034-b,转速输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.S001_SUB_Alarm,,,,,虚拟操作,XNCZ,OPC UA客户端,转速输入输出差值报警,1,S,SWXT10034_B,
SWXT10035-b,被试泵入口温度上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.Alarm.TE001_AlarmH,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度上限报警,1,S,SWXT10035_B,
SWXT10036-d,低压电动调节阀输出,double,%,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.FCV001_AI,,,,,虚拟操作,XNCZ,OPC UA客户端,低压电动调节阀输出,1,S,SWXT10036_D,
SWXT10037-d,高压电动调节阀输出,double,%,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.FCV002_AI,,,,,虚拟操作,XNCZ,OPC UA客户端,高压电动调节阀输出,1,S,SWXT10037_D,
SWXT10038-d,油门位置反馈,double,°,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.AC001,,,,,虚拟操作,XNCZ,OPC UA客户端,油门位置反馈,1,S,SWXT10038_D,
SWXT10039-d,被试泵转速,double,r/min,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.S001,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵转速,1,S,SWXT10039_D,
SWXT10040-b,低压供油系统截止阀,bool,/,实物系统（PLC）,SWXT,TCP,输出,,,,,,,,虚拟操作,XNCZ,OPC UA客户端,低压供油系统截止阀,1,S,SWXT10040_B,
SWXT10041-b,冷却水供水手动截止阀,bool,/,实物系统（PLC）,SWXT,TCP,输出,,,,,,,,虚拟操作,XNCZ,OPC UA客户端,冷却水供水手动截止阀,1,S,SWXT10041_B,
SWXT10042-b,起动油路燃油电磁阀,bool,/,实物系统（PLC）,SWXT,TCP,输出,,,,,,,,虚拟操作,XNCZ,OPC UA客户端,起动油路燃油电磁阀,1,S,SWXT10042_B,
SWXT10043-b,故障排放阀,bool,/,实物系统（PLC）,SWXT,TCP,输出,,,,,,,,虚拟操作,XNCZ,OPC UA客户端,故障排放阀,1,S,SWXT10043_B,
SWXT20001-d,低压泵后压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT001,,,,,虚拟操作,XNCZ,OPC UA客户端,低压泵后压力,1,S,SWXT20001_D,
SWXT20002-d,被试泵入口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT002,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力,1,S,SWXT20002_D,
SWXT20003-d,燃油滤前压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT003,,,,,虚拟操作,XNCZ,OPC UA客户端,燃油滤前压力,1,S,SWXT20003_D,
SWXT20004-d,燃油泵出口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT004,,,,,虚拟操作,XNCZ,OPC UA客户端,燃油泵出口压力,1,S,SWXT20004_D,
SWXT20005-d,调节器出口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT005,,,,,虚拟操作,XNCZ,OPC UA客户端,调节器出口压力,1,S,SWXT20005_D,
SWXT20006-d,1#油路压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT006,,,,,虚拟操作,XNCZ,OPC UA客户端,1#油路压力,1,S,SWXT20006_D,
SWXT20007-d,2#管路压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT007,,,,,虚拟操作,XNCZ,OPC UA客户端,2#管路压力,1,S,SWXT20007_D,
SWXT20008-d,喷嘴后压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT008,,,,,虚拟操作,XNCZ,OPC UA客户端,喷嘴后压力,1,S,SWXT20008_D,
SWXT20009-d,起动油路燃油压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT009,,,,,虚拟操作,XNCZ,OPC UA客户端,起动油路燃油压力,1,S,SWXT20009_D,
SWXT20010-d,冷却水入口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PT010,,,,,虚拟操作,XNCZ,OPC UA客户端,冷却水入口压力,1,S,SWXT20010_D,
SWXT20011-d,被试泵入口温度,double,℃,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.TE001,,,,,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度,1,S,SWXT20011_D,
SWXT20012-d,流量计处回油温度,double,℃,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.TE002,,,,,虚拟操作,XNCZ,OPC UA客户端,流量计处回油温度,1,S,SWXT20012_D,
SWXT20013-d,冷却水进口温度,double,℃,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.TE003,,,,,虚拟操作,XNCZ,OPC UA客户端,冷却水进口温度,1,S,SWXT20013_D,
SWXT20014-d,FT005燃油流量,double,L/h，kg/h,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.FT005,,,,,虚拟操作,XNCZ,OPC UA客户端,FT005燃油流量,1,S,SWXT20014_D,
SWXT20015-d,燃油调节阀进出口压差,double,MPa,实物系统（PLC）,SWXT,TCP,输出,2,S,Channel2.Device2.PV.PDP0011,,,,,虚拟操作,XNCZ,OPC UA客户端,燃油调节阀进出口压差,1,S,SWXT20015_D,
SWXT10001-b,主操作台急停,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10001_B,虚拟操作,XNCZ,OPC UA客户端,主操作台急停,,,,,,,
SWXT10002-b,变频柜急停,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10002_B,虚拟操作,XNCZ,OPC UA客户端,变频柜急停,,,,,,,
SWXT10003-b,FT005流量超限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10003_B,虚拟操作,XNCZ,OPC UA客户端,FT005流量超限停机,,,,,,,
SWXT10004-b,主控制柜急停,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10004_B,虚拟操作,XNCZ,OPC UA客户端,主控制柜急停,,,,,,,
SWXT10005-b,低压泵返回故障,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10005_B,虚拟操作,XNCZ,OPC UA客户端,低压泵返回故障,,,,,,,
SWXT10006-b,被试泵运行返回故障,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10006_B,虚拟操作,XNCZ,OPC UA客户端,被试泵运行返回故障,,,,,,,
SWXT10007-b,辅助低压泵后压力上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10007_B,虚拟操作,XNCZ,OPC UA客户端,辅助低压泵后压力上限停机,,,,,,,
SWXT10008-b,被试泵入口压力下限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10008_B,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力下限停机,,,,,,,
SWXT10009-b,被试泵出口压力上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10009_B,虚拟操作,XNCZ,OPC UA客户端,被试泵出口压力上限停机,,,,,,,
SWXT10010-b,冷却水压力下限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10010_B,虚拟操作,XNCZ,OPC UA客户端,冷却水压力下限停机,,,,,,,
SWXT10011-b,被试泵转速超限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10011_B,虚拟操作,XNCZ,OPC UA客户端,被试泵转速超限停机,,,,,,,
SWXT10012-b,被试泵入口温度上限停机,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10012_B,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度上限停机,,,,,,,
SWXT10013-b,油门杆动作,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10013_B,虚拟操作,XNCZ,OPC UA客户端,油门杆动作,,,,,,,
SWXT10014-b,油门杆供电正常,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10014_B,虚拟操作,XNCZ,OPC UA客户端,油门杆供电正常,,,,,,,
SWXT10015-b,反馈板电源正常,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10015_B,虚拟操作,XNCZ,OPC UA客户端,反馈板电源正常,,,,,,,
SWXT10016-b,使能停止校验,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10016_B,虚拟操作,XNCZ,OPC UA客户端,使能停止校验,,,,,,,
SWXT10017-b,停车开关关信号,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10017_B,虚拟操作,XNCZ,OPC UA客户端,停车开关关信号,,,,,,,
SWXT10018-b,停车开关开信号,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10018_B,虚拟操作,XNCZ,OPC UA客户端,停车开关开信号,,,,,,,
SWXT10019-b,低压泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10019_B,虚拟操作,XNCZ,OPC UA客户端,低压泵运行反馈,,,,,,,
SWXT10020-b,滑油泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10020_B,虚拟操作,XNCZ,OPC UA客户端,滑油泵运行反馈,,,,,,,
SWXT10021-b,被试泵运行反馈,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10021_B,虚拟操作,XNCZ,OPC UA客户端,被试泵运行反馈,,,,,,,
SWXT10022-b,上位机手动故障复位,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10022_B,虚拟操作,XNCZ,OPC UA客户端,上位机手动故障复位,,,,,,,
SWXT10023-b,油门设定值偏差报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10023_B,虚拟操作,XNCZ,OPC UA客户端,油门设定值偏差报警,,,,,,,
SWXT10024-b,油门输入输出差报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10024_B,虚拟操作,XNCZ,OPC UA客户端,油门输入输出差报警,,,,,,,
SWXT10025-b,FCV001输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10025_B,虚拟操作,XNCZ,OPC UA客户端,FCV001输入输出差值报警,,,,,,,
SWXT10026-b,FCV002输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10026_B,虚拟操作,XNCZ,OPC UA客户端,FCV002输入输出差值报警,,,,,,,
SWXT10027-b,FT005流量超限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10027_B,虚拟操作,XNCZ,OPC UA客户端,FT005流量超限报警,,,,,,,
SWXT10028-b,低压泵后压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10028_B,虚拟操作,XNCZ,OPC UA客户端,低压泵后压力上限报警,,,,,,,
SWXT10029-b,被试泵入口压力下限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10029_B,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力下限报警,,,,,,,
SWXT10030-b,被试泵出口压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10030_B,虚拟操作,XNCZ,OPC UA客户端,被试泵出口压力上限报警,,,,,,,
SWXT10031-b,自动油滤压力上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10031_B,虚拟操作,XNCZ,OPC UA客户端,自动油滤压力上限报警,,,,,,,
SWXT10032-b,冷却水压力下限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10032_B,虚拟操作,XNCZ,OPC UA客户端,冷却水压力下限报警,,,,,,,
SWXT10033-b,被试泵转速超范围报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10033_B,虚拟操作,XNCZ,OPC UA客户端,被试泵转速超范围报警,,,,,,,
SWXT10034-b,转速输入输出差值报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10034_B,虚拟操作,XNCZ,OPC UA客户端,转速输入输出差值报警,,,,,,,
SWXT10035-b,被试泵入口温度上限报警,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10035_B,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度上限报警,,,,,,,
SWXT10036-d,低压电动调节阀输出,double,%,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10036_D,虚拟操作,XNCZ,OPC UA客户端,低压电动调节阀输出,,,,,,,
SWXT10037-d,高压电动调节阀输出,double,%,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10037_D,虚拟操作,XNCZ,OPC UA客户端,高压电动调节阀输出,,,,,,,
SWXT10038-d,油门位置反馈,double,°,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10038_D,虚拟操作,XNCZ,OPC UA客户端,油门位置反馈,,,,,,,
SWXT10039-d,被试泵转速,double,r/min,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10039_D,虚拟操作,XNCZ,OPC UA客户端,被试泵转速,,,,,,,
SWXT10040-b,低压供油系统截止阀,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10040_B,虚拟操作,XNCZ,OPC UA客户端,低压供油系统截止阀,,,,,,,
SWXT10041-b,冷却水供水手动截止阀,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10041_B,虚拟操作,XNCZ,OPC UA客户端,冷却水供水手动截止阀,,,,,,,
SWXT10042-b,起动油路燃油电磁阀,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10042_B,虚拟操作,XNCZ,OPC UA客户端,起动油路燃油电磁阀,,,,,,,
SWXT10043-b,故障排放阀,bool,/,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT10043_B,虚拟操作,XNCZ,OPC UA客户端,故障排放阀,,,,,,,
SWXT20001-d,低压泵后压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20001_D,虚拟操作,XNCZ,OPC UA客户端,低压泵后压力,,,,,,,
SWXT20002-d,被试泵入口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20002_D,虚拟操作,XNCZ,OPC UA客户端,被试泵入口压力,,,,,,,
SWXT20003-d,燃油滤前压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20003_D,虚拟操作,XNCZ,OPC UA客户端,燃油滤前压力,,,,,,,
SWXT20004-d,燃油泵出口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20004_D,虚拟操作,XNCZ,OPC UA客户端,燃油泵出口压力,,,,,,,
SWXT20005-d,调节器出口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20005_D,虚拟操作,XNCZ,OPC UA客户端,调节器出口压力,,,,,,,
SWXT20006-d,1#油路压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20006_D,虚拟操作,XNCZ,OPC UA客户端,1#油路压力,,,,,,,
SWXT20007-d,2#管路压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20007_D,虚拟操作,XNCZ,OPC UA客户端,2#管路压力,,,,,,,
SWXT20008-d,喷嘴后压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20008_D,虚拟操作,XNCZ,OPC UA客户端,喷嘴后压力,,,,,,,
SWXT20009-d,起动油路燃油压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20009_D,虚拟操作,XNCZ,OPC UA客户端,起动油路燃油压力,,,,,,,
SWXT20010-d,冷却水入口压力,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20010_D,虚拟操作,XNCZ,OPC UA客户端,冷却水入口压力,,,,,,,
SWXT20011-d,被试泵入口温度,double,℃,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20011_D,虚拟操作,XNCZ,OPC UA客户端,被试泵入口温度,,,,,,,
SWXT20012-d,流量计处回油温度,double,℃,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20012_D,虚拟操作,XNCZ,OPC UA客户端,流量计处回油温度,,,,,,,
SWXT20013-d,冷却水进口温度,double,℃,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20013_D,虚拟操作,XNCZ,OPC UA客户端,冷却水进口温度,,,,,,,
SWXT20014-d,FT005燃油流量,double,L/h，kg/h,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20014_D,虚拟操作,XNCZ,OPC UA客户端,FT005燃油流量,,,,,,,
SWXT20015-d,燃油调节阀进出口压差,double,MPa,实物系统（PLC）,SWXT,TCP,输入,1,S,SWXT20015_D,虚拟操作,XNCZ,OPC UA客户端,燃油调节阀进出口压差,,,,,,,
XNCZ10001-b,1#管路流量PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10001_B,,,,,仿真系统,FZXT,TCP,1#管路流量PID手自动0手动1自动,,,,
XNCZ10001-b,1#管路流量PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10001_B,,,,,实物系统（数采）,SWSC,TCP,1#管路流量PID手自动0手动1自动,5027,,,
XNCZ10001-b,1#管路流量PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10001_B,,,,,实物系统（PLC）,SWXT,TCP,1#管路流量PID手自动0手动1自动,2,S,Channel2.Device2.Control.1PipeLineFlowSWM,
XNCZ10002-b,1#管路压力PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10002_B,,,,,仿真系统,FZXT,TCP,1#管路压力PID手自动0手动1自动,,,,
XNCZ10002-b,1#管路压力PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10002_B,,,,,实物系统（数采）,SWSC,TCP,1#管路压力PID手自动0手动1自动,5028,,,
XNCZ10002-b,1#管路压力PID手自动0手动1自动,bool,/,虚拟操作,XNCZ,OPC UA客户端,输出,1,S,XNCZ10002_B,,,,,实物系统（PLC）,SWXT,TCP,1#管路压力PID手自动0手动1自动,2,S,Channel2.Device2.Control.1PipeLinePressureSWM,
